,Location,Retweet_Count,Date,Tweets
5535,"Hyderabad, India",0,Wed Feb 26 10:17:36 +0000 2020,@CPHydCity @LakshmiManchu We support #CAA and #NRCNPR
5536,,1,Wed Feb 26 10:13:54 +0000 2020,"@Reuters @BBCWorld There are CAA supporters and CAA protesters, who are slims.  Media brokers say police sided #CAA supporters who targeted peaceful slims, that slims are attacked.  Now, officers are killed by rioters.  If police sided CAA supporters, who"
5541,"Jaipur, India",0,Wed Feb 26 10:06:40 +0000 2020,"To all my Muslim brothers, I agree not all Muslims are rioters. But do you justify killing of Ratan Lal, Vinod Kumar, Ankit Sharma and many others in the name of #CAA protests, especially when the home minister himself has assured that not a single Indian Muslim will be affected?"
5543,If there were no Borders..,0,Wed Feb 26 10:00:21 +0000 2020,How is a #WarisPathan  Better than a #KapilMishra and Vice Versa. Inter change their names.. The Values they stand for Remain the Same - Violence- Instigation.  You don't need to defend any. U need to condemn Both. #delhivoilence #DelhiBurns #DelhiIsBurning #CAA #IndiaAgainstCAA
5544,Haridwar,0,Wed Feb 26 10:00:13 +0000 2020,"@MandalArmyChief @ZahidJagirdar @BhimArmyChief If dalit-muslim are unite, so where is #Mayavati.. No statement against #CAA, #NRC, #NPR and now a days #DelhiViolence So stop the hypocrisyðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž"
5547,"New Delhi, Bharat",0,Wed Feb 26 09:57:45 +0000 2020,@vivekagnihotri It was against #CAA but the failure of #Delhipolice made it look like against hindus. And lets be honest. Hindus have been violent too in response. #delhiviolence #DelhiRiots2020  #delhi
5548,,0,Wed Feb 26 09:54:43 +0000 2020,@abhishekangad @IndianExpress IB officer is killed by these hate mongers nd throw his body to drainage   For why coz these insane mongers are protesting for #CAA and which is not concern to them anymore.  Enough is enough @HMOIndia has to take some real h
5549,Delhi NCR India,0,Wed Feb 26 09:54:15 +0000 2020,"@Keanu_Tweet has any Nation recently altered its constitution for Citizenships?  RulingElites introduced #CAA and clearly omit Muslims  claim to give Citizenship to  prosecuted non-muslims only from neighboring nations  [no mention of SriLanka, Myanmar,et"
5550,"India ,delhi",0,Wed Feb 26 09:50:47 +0000 2020,"@iamjohnoliver there were so many factual inaccuracy. well, what to expect from #AlJazeera  and #bbc . @iamjohnoliver , just want to tell you that #CAA will not affect any indian muslim and you mentioned #NRC like a FOOL , do you even know that NOT EVEN A"
5552,Meerut,0,Wed Feb 26 09:47:20 +0000 2020,"@SakhareAkshay04 @i_theindian Its not  #CAA that frightening, its #NRC that makes it more dangerous...and those who are standing within will see the future crisis by these laws..#WeReject_CAA_NPR_NRC"
5558,"Mumbai, India",0,Wed Feb 26 09:38:27 +0000 2020,@tavleen_singh You and your ilk politicised #CAA #CAAProtest -Shaheen B  This instigation thru False narrative when No Muslim is affected has fully Politicized this Mayhem  Take responsibility
5560,Gurgaon,0,Wed Feb 26 09:32:19 +0000 2020,"Is our Judiciary is ""party ya broker"" ?  The way they entertained #CAA petitions &amp;didn't ask #CAAProtesters to vacate road..not assured them speedy hearing but instead allowed the anarchy on Indian roads and now blaming everyone else.  @narendramodi @AmitShah @rsprasad ????"
5561,"NCR, India",1,Wed Feb 26 09:30:31 +0000 2020,RT @prasantabiswal: No one has lost citizenship for #CAA but many have lost their lives. Shows how misinformation and half-truth combined wâ€¦
5562,Bhubaneswar,1,Wed Feb 26 09:29:23 +0000 2020,No one has lost citizenship for #CAA but many have lost their lives. Shows how misinformation and half-truth combined with political influence can be devastating. #DelhiRiots2020
5564,"London, UK",1,Wed Feb 26 09:25:52 +0000 2020,RT @AlexDomun: Anyone else not having their money/ vouchers honoured by the #thomascook fiasco? It's an absolute disgrace trying to get outâ€¦
5571,,1,Wed Feb 26 09:17:40 +0000 2020,Anyone else not having their money/ vouchers honoured by the #thomascook fiasco? It's an absolute disgrace trying to get out of paying original compensation #CAA #ATOL I was out of pocket then and even more so now. No answers no contact disgusting
5577,Karachi-Pakistan,13,Wed Feb 26 09:12:48 +0000 2020,"Prime Minister (PM) Imran Khan has said that in India, a Nazi-inspired Rashtriya Swayamsevak Sangh ideology has taken over and warned the world community to take immediate action. #PMImranKhan #India #CAA #Delhi #DelhiRiots2020 #GenocideInDelhi #IndiaAgainstCAA"
5578,,0,Wed Feb 26 09:10:44 +0000 2020,@maryashakil Entire media &amp; Journalists community also must take responsibility of #DelhiRiots for biased (on both sides) &amp; immoral reporting of anti #CAA protests. None of the media displayed ethical behavior. Reported and also hide the incidents
5579,"Bihar, India",0,Wed Feb 26 09:09:28 +0000 2020,"#CAA is not going to take their citizenship. There is no discussion on #NRC as of now said by PM himself  Those who provoked people are saying ""Delhi is burning"". They are unmasked and more dangerous  protest turned into violence when #US president came. just internationalize"
5581,"Kolkata, India",0,Wed Feb 26 09:07:16 +0000 2020,Is this a mere coincidence that during the visit of @realDonaldTrump when entire attention of International media is on India and at that particular week anti #CAA protesters instigated to challenge law &amp; order of Delhi.Â  @BJP4Bengal @BJP4India
5583,,0,Wed Feb 26 09:05:34 +0000 2020,I don't understand why muslim womens are fighting and protesting against #CAA ???  REASON = BJP helped them to get out of #Halala and #TripleTalaq.   #WeSupportCAA  #DelhiIsBurning  #AjitDoval  #delhivoilence  #DelhiFightHate
5589,Dongguan China,0,Wed Feb 26 08:59:57 +0000 2020,@vacha_bhavsar @AsYouNotWish #CAA and #NRC is injustice as itâ€™s step towards discrimination
5590,New Delhi,1,Wed Feb 26 08:59:54 +0000 2020,"Protesters were sitting at the Khureji Khas and Mustafabad protest sites since January 18, 2020 against #CAA and #NRC"
5592,india,1,Wed Feb 26 08:57:27 +0000 2020,"RT @SG3rrard: Entire left liberals have hijacked the CAA. They spread hate , terror and instigate muslims, who are easily influenced and laâ€¦"
5595,"Liverpool, Kop Grandstand",1,Wed Feb 26 08:54:48 +0000 2020,"Entire left liberals have hijacked the CAA. They spread hate , terror and instigate muslims, who are easily influenced and lash out violently.  In response to the violence,  if people speak, we are extremist and intolerant.  Dont let left and liberals hijack what is right. #CAA"
5597,"Navi Mumbai, India",0,Wed Feb 26 08:54:25 +0000 2020,@ReallySwara @DelhiPolice It is you who invited fellow muslim friends to gather and oppose #CAA
5600,"Indore, India",0,Wed Feb 26 08:49:12 +0000 2020,"@ReallySwara @DelhiPolice How about kejriwal what is he doing?? He is CM of Delhi where is he? Swara Didi why you always target BJP.? You are illiterate you don't even know about #caa #nrc and still your protesting against this bill, I doubt if you ever w"
5602,India,0,Wed Feb 26 08:45:43 +0000 2020,All this for #CAA which doesn't impact a single Indian citizen and #NRC which nobody knows the details of. #DelhiRiots #DelhiViolence Those who have kept the gullible people ill-informed are equally responsible for this riots!
5610,"New Delhi, India",1,Wed Feb 26 08:39:29 +0000 2020,"RT @sarufakhatun: #delhivoilence was just the trial of big dream of #BJP govt by bringing such discriminating laws like #caa , #babarimasjiâ€¦"
5614,,1,Wed Feb 26 08:37:36 +0000 2020,RT @pravatsql: @INCIndia Please stop spreading myth about #CAA and tell the truth to people. Stop instigating one community in the name ofâ€¦
5615,à¤­à¤¾à¤°à¤¤,0,Wed Feb 26 08:36:44 +0000 2020,"@narendramodi Yu as @PMOIndia and shri @AmitShah as @HMOIndia we never thot dat we would see pakistan like environment in d form of shaheen bagh,jamia,jafrabad etc..i think we expected much from you people and after seeing these terrorised situation after"
5616,ðŸŠ City ( NAGPUR ),0,Wed Feb 26 08:36:27 +0000 2020,"@khanumarfa Kilked for suppieting #CAA ? Do you know who was Neeraj Prajapati ? Do you have any idea how your pissful brothers are challenging gov and law and order ? Their plan to eliminate hindus is a forbidden topic for you. Stine pelting , vandalised "
5617,Hyderabad,0,Wed Feb 26 08:36:21 +0000 2020,@narendramodi Please look the Cause for this chaos Sir @narendramodi . Your #CAA and #NRC is the reason behind this.   #CAAProtest  #CAA_NRC_Protests
5628,"Sydney, New South Wales",0,Wed Feb 26 08:25:10 +0000 2020,"HE: The problem is #CAA is not equal for everyone. Why not Muslims included in CAA? It should be equal for every religion.  ME: Bhai but it's about persecuted minorities and Muslims are not minorities in Afghanistan, Pakistan and Bangladesh. Why are you not understanding?"
5637,India,1,Wed Feb 26 08:21:58 +0000 2020,"RT @SuperGops: I kept saying through #Caa protests, muslims shouldnt get exploited by politicians naxals and missionaries..didnt listen Wheâ€¦"
5639,"New Delhi, Delhi",0,Wed Feb 26 08:20:20 +0000 2020,@FIROZGOUR14 @RanaAyyub Good and to make sure you don't forget that just get a tattoo done based on all these events....for the time being keep barking as #CAA is here to stay ðŸ˜ðŸ˜ðŸ˜
5645,India,0,Wed Feb 26 08:15:53 +0000 2020,"@manojcg4u @IndianExpress While I agree with this but at the same time, nobody is stopping opposition from going to @HMOIndia to have discussion on anything. Moreover, @AmitShah himself asked people to take time from him and have discussion on #CAA if any"
5650,,0,Wed Feb 26 08:11:25 +0000 2020,"@ashutosh83B @SatyaHindi @BJP4India @SanjayAzadSln @Vaibhav_AAP Not only them, Ami Shah should arrest all those who were spreading rumours about #CAA and misguided minority."
5651,Muzaffarpur ,0,Wed Feb 26 08:10:08 +0000 2020,"killed 100 Hindus around 1-2 years ago but Hindus from Myanmar not included in #CAA. It's only about 3 nations: Afghanistan, Pakistan and Bangladesh. Please understand."
5652,Muzaffarpur ,0,Wed Feb 26 08:10:07 +0000 2020,"HE: The problem is CAA is not equal for everyone. Why not Muslims included in #CAA? It should be equal for every religion.  ME: Bhai but it's about persecuted minorities and Muslims are not minorities in Afghanistan, Pakistan and Bangladesh. Why are you not understanding?"
5653,"Mumbai, India",0,Wed Feb 26 08:08:19 +0000 2020,"Interpretation- that we are for India to be a Hindu rastra which no one said,  but the present situation and many more in the past clearly indicate towards their interests of India being an Islamic rashtra..  ðŸ¤¦â€â™‚ brothers get a life,  it won't happen..  #CAA #CAA_NRC_NPR"
5657,"Ahmadabad City, India",0,Wed Feb 26 08:00:12 +0000 2020,"@BhaktThrones @ReallySwara I appreciate this act of kindness, at the same time I also advise you to stop the people who monger fear, take stand against those who spread hater and who are misinformed about #CAA help them to understand! Muslim ministers exp"
5662,"Prayagraj, India",0,Wed Feb 26 07:56:41 +0000 2020,In recent days the violence happened is not against anything other than rising of India and Indian way of life all around #CAA  #balakotairstrike
5663,Great Mallu Land,2,Wed Feb 26 07:55:59 +0000 2020,@ksmkkbookscom @aruns_page @Rukmini Pakistan has introduced Smart National Identity Card (SNIC) since 2012 which contains a data chip and 36 security features. It complies with ICAO standard 9303 and ISO standard 7816-4.    Indian Muslims still could not 
5668,kolkata,0,Wed Feb 26 07:53:39 +0000 2020,@halalic What..... Plz go through d draft of #CAA and plz do not spread wrong info to the mass....
5669,Delhi,0,Wed Feb 26 07:52:47 +0000 2020,"@Proletarian1917 The #CAA protests got their goat. They had a beef with just getting 8 out of 70. Sanghis (danghis), needed to assert themselves to get everyone to toe the line, to divert attention from their massive failure on the economic front &amp; st"
5684,Lucknow Uttar Pradesh India,0,Wed Feb 26 07:47:05 +0000 2020,"If the #DelhiRiots are to be stopped in Delhi or elsewhere, then the government will first have to stop the #Debate on Hindi Channels in the evening in the evening and somewhere, any kind of #religious or #CAA related debate on any Channels by any name.#AjitDoval #DelhiRiots"
5685,India,0,Wed Feb 26 07:46:37 +0000 2020,"@VIBHORSINGH01 @APalagummi Discrimination was started by #Modi and #BJP. Preach what you can do, don't start with your bullshit chintu.  Fair behavior? Have you even read #CAA?"
5687,,0,Wed Feb 26 07:45:16 +0000 2020,"@India_Policy If, and only if some pro #CAA would have gathered, even in a small number of 100 at any nook of a road for a day, they would be made to disperse next day. This kind of fake #islamKhatreMeiHai #CAA_NRC_Protests is a cancer."
5690,,0,Wed Feb 26 07:44:22 +0000 2020,"We hve seen how much they lUV us &amp; our #motherINDIA by there formats and performances in last 2months it's there frustration of #article370 and #rammandir nothing to do with #caa, but I'm glad that there formats were discarded by the LION HEARTED @KapilMishra_IND.THNKU SOMCH SIR"
5702,"IndiaðŸ‡®ðŸ‡³,Hindu,Karan,Bachelor",0,Wed Feb 26 07:39:02 +0000 2020,"@DrLekhaShree My ðŸ’¯% #support to #CAA , when ever a bill was passed from both upper &amp;lower house and honorable #president of #india provided approval for amendment then why oppose to it...anti Indians only oppose to it. ðŸŒ·ðŸ™"
